,gene_id,gene_ontology
4594,PSPTO_RS23490,ATPase-coupled oligopeptide transmembrane transporter activity
4595,PSPTO_RS23490,membrane
4596,PSPTO_RS23490,transmembrane transporter activity
4597,PSPTO_RS23495,oligopeptide transport
4598,PSPTO_RS23495,ATPase-coupled oligopeptide transmembrane transporter activity
4599,PSPTO_RS23495,membrane
4600,PSPTO_RS23495,transmembrane transporter activity
4601,PSPTO_RS23535,molecular_function
4602,PSPTO_RS23535,cellular_component
4603,PSPTO_RS23535,biological_process
4604,PSPTO_RS23540,hydro-lyase activity
4605,PSPTO_RS23540,galactarate metabolic process
4609,PSPTO_RS23660,molecular_function
4610,PSPTO_RS23660,cellular_component
4611,PSPTO_RS23660,biological_process
4612,PSPTO_RS05515,molecular_function
4613,PSPTO_RS05515,cellular_component
4614,PSPTO_RS05515,biological_process
4615,PSPTO_RS23680,amine transmembrane transporter activity
4616,PSPTO_RS23680,integral component of plasma membrane
4617,PSPTO_RS23680,amine transport
4618,PSPTO_RS23680,ATPase-coupled transmembrane transporter activity
4619,PSPTO_RS23680,ATP-binding cassette (ABC) transporter complex
4623,PSPTO_RS23715,molecular_function
4624,PSPTO_RS23715,cellular_component
4625,PSPTO_RS23715,biological_process
4626,PSPTO_RS05625,molecular_function
4627,PSPTO_RS05625,biological_process
4628,PSPTO_RS23820,molecular_function
4629,PSPTO_RS23820,cellular_component
4630,PSPTO_RS23820,biological_process
4634,PSPTO_RS05740,molecular_function
4635,PSPTO_RS05740,cellular_component
4636,PSPTO_RS05740,biological_process
4637,PSPTO_RS23860,molecular_function
4638,PSPTO_RS23860,cellular_component
4639,PSPTO_RS23860,biological_process
4640,PSPTO_RS05750,molecular_function
4641,PSPTO_RS05750,cellular_component
4642,PSPTO_RS05750,biological_process
4646,PSPTO_RS28250,molecular_function
4647,PSPTO_RS28250,cellular_component
4648,PSPTO_RS28250,biological_process
4649,PSPTO_RS28330,molecular_function
4650,PSPTO_RS28330,cellular_component
4651,PSPTO_RS28330,biological_process
4652,PSPTO_RS28335,molecular_function
4653,PSPTO_RS28335,cellular_component
4654,PSPTO_RS28335,biological_process
4655,PSPTO_RS29035,molecular_function
4656,PSPTO_RS29040,molecular_function
4657,PSPTO_RS29040,biological_process
4658,PSPTO_RS09170,molecular_function
4659,PSPTO_RS09170,cellular_component
4660,PSPTO_RS09170,biological_process
4661,PSPTO_RS29060,molecular_function
4662,PSPTO_RS29060,cellular_component
4663,PSPTO_RS29060,biological_process
4664,PSPTO_RS09185,molecular_function
4665,PSPTO_RS09185,cellular_component
4666,PSPTO_RS09185,biological_process
4667,PSPTO_RS09190,molecular_function
4668,PSPTO_RS09190,cellular_component
4669,PSPTO_RS09190,biological_process
4670,PSPTO_RS28395,phosphorelay sensor kinase activity
4671,PSPTO_RS28395,phosphorelay signal transduction system
4672,PSPTO_RS28395,phosphate-containing compound metabolic process
4673,PSPTO_RS28395,phosphate ion transport
4674,PSPTO_RS28410,molecular_function
4675,PSPTO_RS28410,cellular_component
4676,PSPTO_RS28410,biological_process
4677,PSPTO_RS09220,molecular_function
4678,PSPTO_RS09220,biological_process
4679,PSPTO_RS09230,molecular_function
4680,PSPTO_RS09230,cellular_component
4681,PSPTO_RS09230,biological_process
4682,PSPTO_RS28455,molecular_function
4683,PSPTO_RS28455,biological_process
4684,PSPTO_RS28460,molecular_function
4685,PSPTO_RS28460,cellular_component
4686,PSPTO_RS28460,biological_process
4687,PSPTO_RS28465,molecular_function
4688,PSPTO_RS28465,cellular_component
4689,PSPTO_RS28465,biological_process
4690,PSPTO_RS28470,phosphoribosylaminoimidazole carboxylase activity
4691,PSPTO_RS28470,purine ribonucleotide biosynthetic process
4692,PSPTO_RS09270,molecular_function
4693,PSPTO_RS09270,biological_process
4694,PSPTO_RS28480,molecular_function
4695,PSPTO_RS28480,cellular_component
4696,PSPTO_RS28480,biological_process
4700,PSPTO_RS28485,molecular_function
4701,PSPTO_RS28485,cellular_component
4702,PSPTO_RS28485,biological_process
4703,PSPTO_RS09295,molecular_function
4704,PSPTO_RS09295,cellular_component
4705,PSPTO_RS09295,biological_process
4706,PSPTO_RS09320,molecular_function
4707,PSPTO_RS09320,cellular_component
4708,PSPTO_RS09320,biological_process
4709,PSPTO_RS28510,molecular_function
4710,PSPTO_RS28510,cellular_component
4711,PSPTO_RS28510,biological_process
4712,PSPTO_RS28515,molecular_function
4713,PSPTO_RS28515,biological_process
4714,PSPTO_RS28565,molecular_function
4715,PSPTO_RS28575,DNA helicase activity
4716,PSPTO_RS28575,DNA repair
4717,PSPTO_RS28580,molecular_function
4718,PSPTO_RS28580,cellular_component
4719,PSPTO_RS28580,biological_process
4720,PSPTO_RS09370,alkanesulfonate monooxygenase activity
4721,PSPTO_RS09370,alkanesulfonate metabolic process
4722,PSPTO_RS09375,anion transport
4723,PSPTO_RS09375,anion transmembrane transporter activity
4724,PSPTO_RS09375,ATPase-coupled transmembrane transporter activity
4725,PSPTO_RS09385,molecular_function
4726,PSPTO_RS09385,cellular_component
4727,PSPTO_RS09385,biological_process
4728,PSPTO_RS09395,molecular_function
4729,PSPTO_RS09395,cellular_component
4730,PSPTO_RS09395,biological_process
4731,PSPTO_RS09400,potassium ion transport
4732,PSPTO_RS09400,potassium ion transmembrane transporter activity
4733,PSPTO_RS09415,molecular_function
4734,PSPTO_RS09415,cellular_component
4735,PSPTO_RS09415,biological_process
4736,PSPTO_RS09425,molecular_function
4737,PSPTO_RS09425,cellular_component
4738,PSPTO_RS09425,biological_process
4739,PSPTO_RS09430,molecular_function
4740,PSPTO_RS09430,cellular_component
4741,PSPTO_RS09430,biological_process
4742,PSPTO_RS09435,molecular_function
4743,PSPTO_RS09440,molecular_function
4744,PSPTO_RS09440,biological_process
4745,PSPTO_RS09445,molecular_function
4746,PSPTO_RS09445,biological_process
4753,PSPTO_RS09505,molecular_function
4754,PSPTO_RS09505,cellular_component
4755,PSPTO_RS09505,biological_process
4756,PSPTO_RS09545,N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity
4757,PSPTO_RS09545,L-aspartate:2-oxoglutarate aminotransferase activity
4758,PSPTO_RS09545,arginine biosynthetic process
4759,PSPTO_RS09565,hydrolase activity
4760,PSPTO_RS09620,molecular_function
4761,PSPTO_RS09620,cellular_component
4762,PSPTO_RS09620,biological_process
4766,PSPTO_RS09660,molecular_function
4767,PSPTO_RS09660,cellular_component
4768,PSPTO_RS09660,biological_process
4772,PSPTO_RS09670,molecular_function
4773,PSPTO_RS09670,cellular_component
4774,PSPTO_RS09670,biological_process
4775,PSPTO_RS09695,molecular_function
4776,PSPTO_RS09695,cellular_component
4777,PSPTO_RS09695,biological_process
4778,PSPTO_RS09780,S-(hydroxymethyl)glutathione dehydrogenase activity
4779,PSPTO_RS09790,transposase activity
4780,PSPTO_RS09790,"transposition, DNA-mediated"
4781,PSPTO_RS09800,valine metabolic process
4782,PSPTO_RS09800,3-hydroxyisobutyrate dehydrogenase activity
4783,PSPTO_RS09890,molecular_function
4784,PSPTO_RS09890,biological_process
4791,PSPTO_RS09970,3-oxoacyl-[acyl-carrier-protein] synthase activity
4792,PSPTO_RS09970,fatty acid biosynthetic process
4793,PSPTO_RS10005,molecular_function
4794,PSPTO_RS10005,cellular_component
4795,PSPTO_RS10005,biological_process
4799,PSPTO_RS10095,molecular_function
4800,PSPTO_RS10100,"hydrolase activity, acting on glycosyl bonds"
4801,PSPTO_RS10105,bacterial-type flagellum hook
4802,PSPTO_RS10125,3-oxoacyl-[acyl-carrier-protein] synthase activity
4803,PSPTO_RS10125,fatty acid biosynthetic process
4804,PSPTO_RS10155,DNA-binding transcription factor activity
4805,PSPTO_RS10155,"regulation of transcription, DNA-templated"
4806,PSPTO_RS10160,phosphorelay sensor kinase activity
4807,PSPTO_RS10160,phosphorelay signal transduction system
4808,PSPTO_RS10160,cell adhesion
4809,PSPTO_RS10190,ATPase activity
4810,PSPTO_RS10190,"proton-transporting ATP synthase activity, rotational mechanism"
4811,PSPTO_RS10210,molecular_function
4812,PSPTO_RS10210,biological_process
4816,PSPTO_RS10230,bacterial-type flagellum
4817,PSPTO_RS10265,molecular_function
4818,PSPTO_RS10355,molecular_function
4819,PSPTO_RS10355,biological_process
4820,PSPTO_RS10370,molecular_function
4821,PSPTO_RS10370,cellular_component
4822,PSPTO_RS10370,biological_process
4823,PSPTO_RS10385,molecular_function
4824,PSPTO_RS10385,biological_process
4825,PSPTO_RS10420,molecular_function
4826,PSPTO_RS10420,cellular_component
4827,PSPTO_RS10420,biological_process
4831,PSPTO_RS10455,molecular_function
4832,PSPTO_RS10455,cellular_component
4833,PSPTO_RS10455,biological_process
4834,PSPTO_RS10460,aerotaxis
4835,PSPTO_RS10465,molecular_function
4836,PSPTO_RS10465,biological_process
4837,PSPTO_RS10475,molecular_function
4838,PSPTO_RS10475,cellular_component
4839,PSPTO_RS10475,biological_process
4843,PSPTO_RS10495,molecular_function
4844,PSPTO_RS10495,cellular_component
4845,PSPTO_RS10495,biological_process
4846,PSPTO_RS10520,orotidine-5'-phosphate decarboxylase activity
4847,PSPTO_RS10520,pyrimidine ribonucleotide biosynthetic process
4848,PSPTO_RS10545,molecular_function
4849,PSPTO_RS10545,biological_process
4850,PSPTO_RS10550,molecular_function
4851,PSPTO_RS10550,cellular_component
4852,PSPTO_RS10550,biological_process
4853,PSPTO_RS29885,molecular_function
4854,PSPTO_RS29885,biological_process
4855,PSPTO_RS10560,molecular_function
4856,PSPTO_RS10560,biological_process
4857,PSPTO_RS10565,molecular_function
4858,PSPTO_RS10565,cellular_component
4859,PSPTO_RS10565,biological_process
4860,PSPTO_RS10580,molecular_function
4861,PSPTO_RS10580,cellular_component
4862,PSPTO_RS10580,biological_process
4863,PSPTO_RS10585,molecular_function
4864,PSPTO_RS10585,cellular_component
4865,PSPTO_RS10585,biological_process
4866,PSPTO_RS10600,molecular_function
4867,PSPTO_RS10600,biological_process
4868,PSPTO_RS10605,molecular_function
4869,PSPTO_RS10605,biological_process
4870,PSPTO_RS10620,molecular_function
4871,PSPTO_RS10620,cellular_component
4872,PSPTO_RS10620,biological_process
4875,PSPTO_RS10630,molecular_function
4876,PSPTO_RS10630,cellular_component
4877,PSPTO_RS10630,biological_process
4878,PSPTO_RS10635,molecular_function
4879,PSPTO_RS10635,biological_process
4880,PSPTO_RS10640,molecular_function
4881,PSPTO_RS10640,cellular_component
4882,PSPTO_RS10640,biological_process
4883,PSPTO_RS10650,molecular_function
4884,PSPTO_RS10650,biological_process
4885,PSPTO_RS10660,molecular_function
4886,PSPTO_RS10660,cellular_component
4887,PSPTO_RS10660,biological_process
4891,PSPTO_RS10665,molecular_function
4892,PSPTO_RS10665,cellular_component
4893,PSPTO_RS10665,biological_process
4894,PSPTO_RS10670,molecular_function
4895,PSPTO_RS10670,cellular_component
4896,PSPTO_RS10670,biological_process
4897,PSPTO_RS10680,molecular_function
4898,PSPTO_RS10680,cellular_component
4899,PSPTO_RS10680,biological_process
4900,PSPTO_RS10685,molecular_function
4901,PSPTO_RS10685,cellular_component
4902,PSPTO_RS10685,biological_process
4903,PSPTO_RS10700,molecular_function
4904,PSPTO_RS10700,cellular_component
4905,PSPTO_RS10700,biological_process
4909,PSPTO_RS10705,molecular_function
4910,PSPTO_RS10705,cellular_component
4911,PSPTO_RS10705,biological_process
4912,PSPTO_RS10715,molecular_function
4913,PSPTO_RS10715,cellular_component
4914,PSPTO_RS10715,biological_process
4915,PSPTO_RS10725,molecular_function
4916,PSPTO_RS10725,cellular_component
4917,PSPTO_RS10725,biological_process
4918,PSPTO_RS10735,molecular_function
4919,PSPTO_RS10735,cellular_component
4920,PSPTO_RS10735,biological_process
4924,PSPTO_RS10745,molecular_function
4925,PSPTO_RS10745,cellular_component
4926,PSPTO_RS10745,biological_process
4927,PSPTO_RS10785,molecular_function
4928,PSPTO_RS10785,cellular_component
4929,PSPTO_RS10785,biological_process
4930,PSPTO_RS10795,molecular_function
4931,PSPTO_RS10795,cellular_component
4932,PSPTO_RS10795,biological_process
4936,PSPTO_RS10805,molecular_function
4937,PSPTO_RS10805,cellular_component
4938,PSPTO_RS10805,biological_process
4939,PSPTO_RS10840,molecular_function
4940,PSPTO_RS10840,cellular_component
4941,PSPTO_RS10840,biological_process
4942,PSPTO_RS10890,molecular_function
4943,PSPTO_RS10890,biological_process
4944,PSPTO_RS10905,NAD(P)+ transhydrogenase (B-specific) activity
4945,PSPTO_RS10925,ATPase-coupled transmembrane transporter activity
4946,PSPTO_RS10930,ATPase-coupled transmembrane transporter activity
4947,PSPTO_RS10945,molecular_function
4948,PSPTO_RS10945,cellular_component
4949,PSPTO_RS10945,biological_process
4950,PSPTO_RS11000,molecular_function
4951,PSPTO_RS11000,cellular_component
4952,PSPTO_RS11000,biological_process
4953,PSPTO_RS11005,molecular_function
4954,PSPTO_RS11005,cellular_component
4955,PSPTO_RS11005,biological_process
4956,PSPTO_RS11045,molecular_function
4957,PSPTO_RS11045,cellular_component
4958,PSPTO_RS11045,biological_process
4959,PSPTO_RS11110,molecular_function
4960,PSPTO_RS11110,cellular_component
4961,PSPTO_RS11110,biological_process
4962,PSPTO_RS11115,molecular_function
4963,PSPTO_RS11115,biological_process
4964,PSPTO_RS11170,molecular_function
4965,PSPTO_RS11170,cellular_component
4966,PSPTO_RS11170,biological_process
4967,PSPTO_RS11200,integral component of plasma membrane
4968,PSPTO_RS11200,ATPase-coupled xenobiotic transmembrane transporter activity
4969,PSPTO_RS11200,xenobiotic transport
4970,PSPTO_RS11200,response to antibiotic
4971,PSPTO_RS11365,molecular_function
4972,PSPTO_RS11365,cellular_component
4973,PSPTO_RS11365,biological_process
4974,PSPTO_RS11370,molecular_function
4975,PSPTO_RS11370,biological_process
4976,PSPTO_RS11395,molecular_function
4977,PSPTO_RS11395,cellular_component
4978,PSPTO_RS11395,biological_process
4979,PSPTO_RS11420,succinate dehydrogenase activity
4980,PSPTO_RS11420,tricarboxylic acid cycle
4981,PSPTO_RS11515,molecular_function
4982,PSPTO_RS11515,cellular_component
4983,PSPTO_RS11515,biological_process
4987,PSPTO_RS11525,molecular_function
4988,PSPTO_RS11525,cellular_component
4989,PSPTO_RS11525,biological_process
4990,PSPTO_RS11545,molecular_function
4991,PSPTO_RS11545,cellular_component
4992,PSPTO_RS11545,biological_process
4993,PSPTO_RS11585,molecular_function
4994,PSPTO_RS11585,cellular_component
4995,PSPTO_RS11585,biological_process
4996,PSPTO_RS11605,molecular_function
4997,PSPTO_RS11605,cellular_component
4998,PSPTO_RS11605,biological_process
4999,PSPTO_RS11610,molecular_function
5000,PSPTO_RS11610,cellular_component
5001,PSPTO_RS11610,biological_process
5002,PSPTO_RS11680,molecular_function
5003,PSPTO_RS11680,cellular_component
5004,PSPTO_RS11680,biological_process
5005,PSPTO_RS11690,molecular_function
5006,PSPTO_RS11690,cellular_component
5007,PSPTO_RS11690,biological_process
5008,PSPTO_RS11700,molecular_function
5009,PSPTO_RS11745,molecular_function
5010,PSPTO_RS11745,cellular_component
5011,PSPTO_RS11745,biological_process
5012,PSPTO_RS11780,molecular_function
5013,PSPTO_RS11780,cellular_component
5014,PSPTO_RS11780,biological_process
5018,PSPTO_RS11810,5'-nucleotidase activity
5019,PSPTO_RS11810,nucleotide-sugar metabolic process
5020,PSPTO_RS11815,molecular_function
5021,PSPTO_RS11955,carbohydrate metabolic process
5022,PSPTO_RS11955,"hydrolase activity, acting on glycosyl bonds"
5023,PSPTO_RS11965,molecular_function
5024,PSPTO_RS11965,cellular_component
5025,PSPTO_RS11965,biological_process
5026,PSPTO_RS29890,molecular_function
5027,PSPTO_RS29890,cellular_component
5028,PSPTO_RS29890,biological_process
5031,PSPTO_RS11995,molecular_function
5032,PSPTO_RS11995,cellular_component
5033,PSPTO_RS11995,biological_process
5035,PSPTO_RS12010,molecular_function
5036,PSPTO_RS12010,cellular_component
5037,PSPTO_RS12010,biological_process
5038,PSPTO_RS12035,molecular_function
5039,PSPTO_RS12035,cellular_component
5040,PSPTO_RS12035,biological_process
5041,PSPTO_RS12055,molecular_function
5042,PSPTO_RS12055,cellular_component
5043,PSPTO_RS12055,biological_process
5044,PSPTO_RS12075,molecular_function
5045,PSPTO_RS12075,cellular_component
5046,PSPTO_RS12075,biological_process
5050,PSPTO_RS12115,molecular_function
5051,PSPTO_RS12115,cellular_component
5052,PSPTO_RS12115,biological_process
5053,PSPTO_RS12120,molecular_function
5054,PSPTO_RS12120,cellular_component
5055,PSPTO_RS12120,biological_process
5056,PSPTO_RS12130,molecular_function
5057,PSPTO_RS12130,cellular_component
5058,PSPTO_RS12130,biological_process
5059,PSPTO_RS12140,"protocatechuate 3,4-dioxygenase activity"
5060,PSPTO_RS12140,"3,4-dihydroxybenzoate metabolic process"
5061,PSPTO_RS12155,catechol-containing compound metabolic process
5062,PSPTO_RS12155,3-carboxymuconate cycloisomerase type II activity
5063,PSPTO_RS12205,molecular_function
5064,PSPTO_RS12205,biological_process
5065,PSPTO_RS12230,potassium ion transport
5066,PSPTO_RS12230,glutathione-regulated potassium exporter activity
5067,PSPTO_RS12250,nucleobase-containing compound metabolic process
5068,PSPTO_RS12250,ureidoglycolate dehydrogenase activity
5069,PSPTO_RS12270,molecular_function
5070,PSPTO_RS12270,cellular_component
5071,PSPTO_RS12270,biological_process
5072,PSPTO_RS12295,D-ribose-importing ATPase activity
5073,PSPTO_RS12295,D-ribose transmembrane transport
5074,PSPTO_RS12605,monooxygenase activity
5075,PSPTO_RS12605,biological_process
5076,PSPTO_RS12715,sarcosine oxidase activity
5077,PSPTO_RS12720,sarcosine oxidase activity
5078,PSPTO_RS12825,molecular_function
5079,PSPTO_RS12825,biological_process
5080,PSPTO_RS00060,molecular_function
5081,PSPTO_RS00060,cellular_component
5082,PSPTO_RS00060,biological_process
5083,PSPTO_RS00070,molecular_function
5084,PSPTO_RS00070,cellular_component
5085,PSPTO_RS00070,biological_process
5086,PSPTO_RS00135,molecular_function
5087,PSPTO_RS00135,cellular_component
5088,PSPTO_RS00135,biological_process
5089,PSPTO_RS00155,transposase activity
5090,PSPTO_RS00155,"transposition, DNA-mediated"
5091,PSPTO_RS00160,molecular_function
5092,PSPTO_RS00160,"transposition, DNA-mediated"
5093,PSPTO_RS00165,molecular_function
5094,PSPTO_RS00165,cellular_component
5095,PSPTO_RS00165,biological_process
5102,PSPTO_RS00330,molecular_function
5103,PSPTO_RS00330,"transposition, DNA-mediated"
5104,PSPTO_RS00335,transposase activity
5105,PSPTO_RS00335,"transposition, DNA-mediated"
5106,PSPTO_RS00360,molecular_function
5107,PSPTO_RS00360,cellular_component
5108,PSPTO_RS00360,biological_process
5109,PSPTO_RS00380,integral component of plasma membrane
5110,PSPTO_RS00380,siderophore transmembrane transporter activity
5111,PSPTO_RS00380,siderophore transport
5112,PSPTO_RS00380,outer membrane-bounded periplasmic space
5116,PSPTO_RS00580,molecular_function
5117,PSPTO_RS00580,biological_process
5118,PSPTO_RS01275,molecular_function
5119,PSPTO_RS01275,cellular_component
5120,PSPTO_RS01275,biological_process
5121,PSPTO_RS01285,molecular_function
5122,PSPTO_RS01285,cellular_component
5123,PSPTO_RS01285,biological_process
5124,PSPTO_RS01400,cytoplasmic side of plasma membrane
5125,PSPTO_RS01400,ATPase-coupled peptide transmembrane transporter activity
5126,PSPTO_RS01400,peptide transport
5127,PSPTO_RS01400,ATP-binding cassette (ABC) transporter complex
5128,PSPTO_RS01450,molecular_function
5129,PSPTO_RS01450,cellular_component
5130,PSPTO_RS01450,biological_process
5134,PSPTO_RS01575,molecular_function
5135,PSPTO_RS01575,cellular_component
5136,PSPTO_RS01575,biological_process
5137,PSPTO_RS01630,molecular_function
5138,PSPTO_RS01630,cellular_component
5139,PSPTO_RS01630,biological_process
5140,PSPTO_RS01745,biological_process
5141,PSPTO_RS01070,cysteine synthase activity
5142,PSPTO_RS01070,cysteine biosynthetic process from serine
5143,PSPTO_RS01795,molecular_function
5144,PSPTO_RS01795,biological_process
5145,PSPTO_RS01140,molecular_function
5146,PSPTO_RS01140,cellular_component
5147,PSPTO_RS01140,biological_process
5148,PSPTO_RS01850,xenobiotic metabolic process
5149,PSPTO_RS01850,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor"
5150,PSPTO_RS01865,phosphorelay response regulator activity
5151,PSPTO_RS01865,phosphorelay signal transduction system
5152,PSPTO_RS01865,regulation of nitrogen utilization
5155,PSPTO_RS01880,molecular_function
5156,PSPTO_RS01880,cellular_component
5157,PSPTO_RS01880,biological_process
5160,PSPTO_RS01935,molecular_function
5161,PSPTO_RS01935,cellular_component
5162,PSPTO_RS01935,biological_process
5165,PSPTO_RS02005,molecular_function
5166,PSPTO_RS02005,cellular_component
5167,PSPTO_RS02005,biological_process
5168,PSPTO_RS02045,molecular_function
5169,PSPTO_RS02045,biological_process
5170,PSPTO_RS02060,molecular_function
5171,PSPTO_RS02060,cellular_component
5172,PSPTO_RS02060,biological_process
5173,PSPTO_RS20940,molecular_function
5174,PSPTO_RS20940,biological_process
5175,PSPTO_RS02125,molecular_function
5176,PSPTO_RS02125,cellular_component
5177,PSPTO_RS02125,biological_process
5178,PSPTO_RS02135,molecular_function
5179,PSPTO_RS02135,biological_process
5180,PSPTO_RS02160,molecular_function
5181,PSPTO_RS02160,biological_process
5182,PSPTO_RS02170,molecular_function
5183,PSPTO_RS02170,cellular_component
5184,PSPTO_RS02170,biological_process
5187,PSPTO_RS02345,molecular_function
5188,PSPTO_RS02345,cellular_component
5189,PSPTO_RS02345,biological_process
5190,PSPTO_RS02380,molecular_function
5191,PSPTO_RS02380,cellular_component
5192,PSPTO_RS02380,biological_process
5193,PSPTO_RS02385,molecular_function
5197,PSPTO_RS02450,molecular_function
5198,PSPTO_RS02450,cellular_component
5199,PSPTO_RS02450,biological_process
5200,PSPTO_RS02480,molecular_function
5201,PSPTO_RS02480,cellular_component
5202,PSPTO_RS02480,biological_process
5203,PSPTO_RS02490,molecular_function
5204,PSPTO_RS02490,cellular_component
5205,PSPTO_RS02490,biological_process
5208,PSPTO_RS02520,molecular_function
5209,PSPTO_RS02520,biological_process
5216,PSPTO_RS20950,molecular_function
5217,PSPTO_RS20950,cellular_component
5218,PSPTO_RS20950,biological_process
5233,PSPTO_RS02740,molecular_function
5234,PSPTO_RS02740,cellular_component
5235,PSPTO_RS02740,biological_process
5236,PSPTO_RS02745,molecular_function
5237,PSPTO_RS02745,cellular_component
5238,PSPTO_RS02745,biological_process
5239,PSPTO_RS02755,molecular_function
5240,PSPTO_RS02755,cellular_component
5241,PSPTO_RS02755,biological_process
5242,PSPTO_RS02860,molecular_function
5243,PSPTO_RS02860,cellular_component
5244,PSPTO_RS02860,biological_process
5245,PSPTO_RS02865,molecular_function
5246,PSPTO_RS02865,biological_process
5247,PSPTO_RS02900,molecular_function
5248,PSPTO_RS02900,cellular_component
5249,PSPTO_RS02900,biological_process
5250,PSPTO_RS02915,molecular_function
5251,PSPTO_RS02915,cellular_component
5252,PSPTO_RS02915,biological_process
5253,PSPTO_RS03000,killing of cells of other organism
5254,PSPTO_RS03015,molecular_function
5255,PSPTO_RS03015,biological_process
5256,PSPTO_RS03035,molecular_function
5257,PSPTO_RS03035,cellular_component
5258,PSPTO_RS03035,biological_process
5259,PSPTO_RS03130,molecular_function
5260,PSPTO_RS03130,biological_process
5261,PSPTO_RS05825,biological_process
5262,PSPTO_RS23920,molecular_function
5263,PSPTO_RS05880,catalytic activity
5264,PSPTO_RS05880,Mo-molybdopterin cofactor biosynthetic process
5265,PSPTO_RS23995,molecular_function
5266,PSPTO_RS23995,cellular_component
5267,PSPTO_RS23995,biological_process
5268,PSPTO_RS05910,molecular_function
5269,PSPTO_RS05910,cellular_component
5270,PSPTO_RS05910,biological_process
5271,PSPTO_RS05930,deoxyribodipyrimidine photo-lyase activity
5272,PSPTO_RS05930,DNA repair
5273,PSPTO_RS24050,molecular_function
5274,PSPTO_RS24050,cellular_component
5275,PSPTO_RS24050,biological_process
5276,PSPTO_RS24055,"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
5277,PSPTO_RS24055,oxidation-reduction process
5278,PSPTO_RS24065,molecular_function
5279,PSPTO_RS24065,cellular_component
5280,PSPTO_RS24065,biological_process
5281,PSPTO_RS24755,molecular_function
5282,PSPTO_RS24755,biological_process
5289,PSPTO_RS06030,molecular_function
5290,PSPTO_RS06030,cellular_component
5291,PSPTO_RS06030,biological_process
5292,PSPTO_RS06045,molecular_function
5293,PSPTO_RS06045,biological_process
5294,PSPTO_RS06050,molecular_function
5295,PSPTO_RS06050,cellular_component
5296,PSPTO_RS06050,biological_process
5297,PSPTO_RS24835,molecular_function
5298,PSPTO_RS24835,cellular_component
5299,PSPTO_RS24835,biological_process
5300,PSPTO_RS24840,molecular_function
5301,PSPTO_RS24840,cellular_component
5302,PSPTO_RS24840,biological_process
5303,PSPTO_RS24100,molecular_function
5304,PSPTO_RS24100,biological_process
5305,PSPTO_RS24870,molecular_function
5306,PSPTO_RS24870,cellular_component
5307,PSPTO_RS24870,biological_process
5308,PSPTO_RS24875,molecular_function
5312,PSPTO_RS24135,molecular_function
5313,PSPTO_RS24135,cellular_component
5314,PSPTO_RS24135,biological_process
5315,PSPTO_RS24900,molecular_function
5316,PSPTO_RS24900,cellular_component
5317,PSPTO_RS24900,biological_process
5318,PSPTO_RS24150,molecular_function
5319,PSPTO_RS24150,cellular_component
5320,PSPTO_RS24150,biological_process
5321,PSPTO_RS24165,molecular_function
5322,PSPTO_RS24165,biological_process
5323,PSPTO_RS24920,molecular_function
5324,PSPTO_RS24920,cellular_component
5325,PSPTO_RS24920,biological_process
5326,PSPTO_RS29970,molecular_function
5327,PSPTO_RS29970,cellular_component
5328,PSPTO_RS29970,biological_process
5329,PSPTO_RS24185,molecular_function
5330,PSPTO_RS24185,cellular_component
5331,PSPTO_RS24185,biological_process
5332,PSPTO_RS24955,molecular_function
5333,PSPTO_RS24955,cellular_component
5334,PSPTO_RS24955,biological_process
5338,PSPTO_RS24980,molecular_function
5339,PSPTO_RS24980,biological_process
5340,PSPTO_RS24995,molecular_function
5341,PSPTO_RS24995,cellular_component
5342,PSPTO_RS24995,biological_process
5343,PSPTO_RS06260,molecular_function
5344,PSPTO_RS06260,cellular_component
5345,PSPTO_RS06260,biological_process
5346,PSPTO_RS24255,molecular_function
5347,PSPTO_RS24255,cellular_component
5348,PSPTO_RS24255,biological_process
5352,PSPTO_RS25015,molecular_function
5353,PSPTO_RS25015,cellular_component
5354,PSPTO_RS25015,biological_process
5355,PSPTO_RS25055,molecular_function
5356,PSPTO_RS25055,cellular_component
5357,PSPTO_RS25055,biological_process
5361,PSPTO_RS25075,molecular_function
5362,PSPTO_RS25075,cellular_component
5363,PSPTO_RS25075,biological_process
5364,PSPTO_RS06345,molecular_function
5365,PSPTO_RS06345,cellular_component
5366,PSPTO_RS06345,biological_process
5367,PSPTO_RS25085,molecular_function
5368,PSPTO_RS25085,cellular_component
5369,PSPTO_RS25085,biological_process
5370,PSPTO_RS25095,molecular_function
5371,PSPTO_RS25095,cellular_component
5372,PSPTO_RS25095,biological_process
5373,PSPTO_RS25105,molecular_function
5374,PSPTO_RS25105,biological_process
5375,PSPTO_RS25110,molecular_function
5376,PSPTO_RS25110,cellular_component
5377,PSPTO_RS25110,biological_process
5378,PSPTO_RS06390,molecular_function
5379,PSPTO_RS06390,biological_process
5380,PSPTO_RS06395,molecular_function
5381,PSPTO_RS06395,cellular_component
5382,PSPTO_RS06395,biological_process
5383,PSPTO_RS24420,molecular_function
5384,PSPTO_RS24420,cellular_component
5385,PSPTO_RS24420,biological_process
5386,PSPTO_RS25160,phosphoribosylamine-glycine ligase activity
